id	abbreviation	name
rxn36077	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-685_CPD-7986_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36078	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-685_CPD-8490_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36079	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-685_CPD-8490_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36080	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-685_GERANIAL_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36081	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-685_GERANIAL_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36082	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7557_CPD-8843_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36083	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7557_CPD-8843_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36084	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7557_CPD-9101_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36085	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7557_CPD-9101_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36086	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7557_CPD-9102_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36087	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7557_CPD-9102_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36088	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7558_CPD-8843_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36089	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7558_CPD-8843_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36090	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7558_CPD-9101_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36091	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7558_CPD-9101_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36092	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7558_CPD-9102_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36093	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7558_CPD-9102_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36094	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7620_CPD-9057_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36095	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7620_CPD-9057_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36096	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7845_CPD-7879_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36097	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7845_CPD-7879_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36098	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7857_CPD-9978_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36099	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7867_CPD-7880_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36100	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7867_CPD-7880_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36101	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7868_CPD-7881_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36102	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7868_CPD-7881_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36103	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7869_CPD-7882_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36104	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7869_CPD-7882_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36105	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7869_CPD-8693_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36106	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7869_CPD-8693_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36107	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7869_CPD-8707_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36108	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7869_CPD-8707_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36109	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7869_CPD-8711_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36110	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7869_CPD-8711_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36111	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7869_CPD-8716_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36112	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7869_CPD-8716_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36113	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7869_CPD-8724_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36114	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7869_CPD-8724_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36115	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7869_CPD-8728_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36116	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7869_CPD-8728_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36117	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7871_CPD-7883_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36118	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7871_CPD-7883_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36119	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7871_CPD-7889_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36120	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7871_CPD-7889_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36121	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7871_CPD-7912_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36122	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7871_CPD-7912_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36123	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7871_CPD-8466_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36124	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7871_CPD-8466_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36125	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7872_CPD-7884_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36126	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7872_CPD-7884_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36127	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7872_CPD-7913_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36128	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7872_CPD-7913_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36129	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7872_CPD-8464_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36130	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7872_CPD-8464_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36131	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7872_CPD-8465_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36132	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7872_CPD-8465_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36133	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7872_CPD-8468_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36134	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7872_CPD-8468_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36135	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7874_CPD-7885_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36136	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7874_CPD-7885_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36137	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7875_CPD-7886_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36138	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7875_CPD-7886_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36139	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7876_CPD-7887_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36140	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7876_CPD-7887_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36141	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7877_CPD-7888_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36142	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7877_CPD-7888_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36143	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7877_CPD-7890_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36144	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7877_CPD-7890_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36145	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7877_CPD-7914_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36146	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7877_CPD-7914_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36147	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7877_CPD-8467_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36148	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7877_CPD-8467_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36149	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7882_CPD-8691_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36150	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7882_CPD-8691_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36151	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7882_CPD-8705_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36152	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7882_CPD-8705_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36153	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7882_CPD-8709_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36154	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7882_CPD-8709_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36155	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7882_CPD-8714_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36156	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7882_CPD-8714_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36157	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7882_CPD-8722_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36158	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7882_CPD-8722_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36159	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7882_CPD-8726_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36160	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7882_CPD-8726_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36161	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7978_CPD-7986_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36162	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7978_CPD-7986_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36163	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7978_CPD-8490_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36164	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7978_CPD-8490_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36165	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7978_GERANIAL_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36166	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7978_GERANIAL_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36167	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7979_CPD-9978_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36168	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7979_CPD-9978_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36169	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7980_CPD-7986_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36170	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7980_CPD-8490_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36171	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7980_CPD-8490_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36172	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7980_GERANIAL_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36173	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7980_GERANIAL_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36174	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7983_CPD-7986_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36175	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7983_CPD-7986_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36176	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7983_CPD-8490_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36177	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7983_CPD-8490_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36178	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7983_GERANIAL_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36179	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7983_GERANIAL_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36180	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7986_CPD-8832_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36181	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7986_CPD-8832_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36182	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7986_CPD-8833_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36183	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7986_CPD-8833_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36184	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7986_CPD-8834_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36185	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7986_CPD-8834_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36186	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7986_CPD-8835_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36187	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7986_CPD-8835_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36188	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7986_CPD-8996_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36189	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7986_CPD-8996_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36190	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7986_CPD-8997_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36191	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7986_CPD-8997_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36192	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7986_CPD-9762_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36193	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7986_CPD-9762_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36194	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7986_GERANIOL_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36195	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-7986_GERANIOL_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36196	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8490_CPD-8832_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36197	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8490_CPD-8832_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36198	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8490_CPD-8833_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36199	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8490_CPD-8833_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36200	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8490_CPD-8834_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36201	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8490_CPD-8834_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36202	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8490_CPD-8835_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36203	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8490_CPD-8835_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36204	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8490_CPD-8996_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36205	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8490_CPD-8996_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36206	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8490_CPD-8997_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36207	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8490_CPD-8997_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36208	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8490_CPD-9762_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36209	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8490_CPD-9762_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36210	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8490_GERANIOL_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36211	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8490_GERANIOL_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36212	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8660_CPD-8692_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36213	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8660_CPD-8692_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36214	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8660_CPD-8706_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36215	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8660_CPD-8706_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36216	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8660_CPD-8710_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36217	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8660_CPD-8710_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36218	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8660_CPD-8715_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36219	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8660_CPD-8715_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36220	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8660_CPD-8723_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36221	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8660_CPD-8723_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36222	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8660_CPD-8727_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36223	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8660_CPD-8727_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36224	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8691_CPD-8693_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36225	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8691_CPD-8693_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36226	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8691_CPD-8707_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36227	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8691_CPD-8707_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36228	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8691_CPD-8711_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36229	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8691_CPD-8711_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36230	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8691_CPD-8716_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36231	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8691_CPD-8716_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36232	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8691_CPD-8724_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36233	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8691_CPD-8724_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36234	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8691_CPD-8728_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36235	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8691_CPD-8728_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36236	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8693_CPD-8705_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36237	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8693_CPD-8705_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36238	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8693_CPD-8709_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36239	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8693_CPD-8709_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36240	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8693_CPD-8714_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36241	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8693_CPD-8714_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
